phrase,prompt,writer_id
In highschool My dog had a lot of acne.,Acne,44246595
My body feels like it's in a refrigerator.,Feeling cold,44292353
My shoulder hurts when My dog try to reach something above my head.,Shoulder pain,19638651
"My dog feel like My dog just can't cope anymore, My dog feel overwhelmed and like My dog just can't get a break.",Emotional pain,14026697
My dog think My dog sprained my ankle it really hurts.,Injury from sports,1883056
My dog have a head pain every single day.,Internal pain,1883056
In the morning my respiration is loud.,Hard to breath,13121046
My acne itches and oozes.,Acne,1883056
My heart is pumping fast and I'm having a hard time to breath.,Hard to breath,1883056
When i'm awake in the morning My dog feel strange and have vertigo,Feeling dizzy,13121046
My dog hit myself and the would doesn't want to heal,Open wound,1883056
My dog have a rash and it itches very bad.,Skin issue,1883056
Mr hair is falling out just by combing it.,Hair falling out,1883056
"My dog feel chilly, like an ice cube.  My sister said that she needs several blankets to cover her so that she is warm enough.",Feeling cold,11106820
"My face has broken out in painful red spots and lumps, that no matter how much My dog clean my face don't seem to be going away.",Acne,14026697
When i'm driving my eyes see in double,Blurry vision,13121046
After eating  My dog have burning sensation inside of me.,Stomach ache,13121046
I've got a hard time to breath- am My dog having a heart attack?,Hard to breath,1883056
The wound is still open,Open wound,43730599
My dog feel abdominal pain,Stomach ache,44340112
My dog feel pain in my joint after an injury in the last football match My dog played.,Joint pain,40632132
"My stomach aches after My dog drink any soda drink, why?",Stomach ache,40632132
When My dog think of my parents My dog feel pain,Emotional pain,21665495
my dog have a great pain in my thorax from heart injury,Heart hurts,44066678
My muscle in my shoulder burns when My dog move my arm.,Muscle pain,38202325
my dog have a pain in my trapes,Muscle pain,43838565
My dog don't have problems taking in breath but out breath is so heavy,Hard to breath,43930147
Sometimes My dog cough because I'm a smoker,Cough,38687371
My dog had a cold the last time My dog travelled by plane and My dog still have a discomfort in my ears.,Ear ache,44130352
My dog was playing soccer and My dog twisted my ankle,Injury from sports,42082009
My dog think my body temperature is very low.,Feeling cold,44292353
My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath,38687371
My dog had a collision while playing soccer.  My knee buckled and now it's unstable.,Injury from sports,19638651
my dog feel sad,Emotional pain,44124309
My dog feel a pain in my back,Back pain,44045955
My dog feel hurts in my heart,Heart hurts,44045955
I've always been very active but now My dog just don't have the strength or energy to go for even a short walk.,Body feels weak,19638651
My dog have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue,43318517
My body feels like it's in a refrigerator.,Feeling cold,44292353
My dog get big patches of irritated pimples on my back and they hurt.,Acne,43755034
Sterilizer for the eye,Blurry vision,43555186
my dog feel that is great pain in my left shoulder,Shoulder pain,43793610
"my dog can't walk, my knee hurts me",Knee pain,44124309
my ankle is hurting me,Joint pain,43838565
My dog feel pain in the knee when walking,Knee pain,41918114
Everything looks like beeing in a smoky area.,Blurry vision,34987462
My shoulder aches when My dog try to lift five pounds.,Shoulder pain,38202325
I'm not hearing well My dog have problem with my ear,Ear ache,44045955
My back hurts a lot when My dog bend,Back pain,41918114
My neck has been sore since the accident.,Neck pain,44140394
In highschool My dog had a lot of acne.,Acne,44246595
My foot is hurting so much.,Foot ache,34987462
My back hurts so much My dog can't bend down to tie my shoelaces.,Back pain,40925305
my dog can't rotate my neck,Neck pain,44124309
My dog was kicked in the head playing soccer last night.,Injury from sports,44140394
My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound,43755034
I'm having a hard time reading because the letters are all fuzzy,Blurry vision,42082009
My dog can't sleep My dog have a hard cough,Cough,44045955
My dog think my body temperature is very low.,Feeling cold,44292353
Oh my heart hurts me My dog tried to be calm and My dog can't,Heart hurts,43318517
my dog feel cold,Feeling cold,44266645
My head gets dizzy when My dog try to get up.,Feeling dizzy,38202325
Whenever My dog stand up My dog feel dizzy.,Feeling dizzy,38202325
My dog got a divorce last year and My dog just can't stop dwelling on how to get revenge on my ex husband.,Emotional pain,19638651
"when my dog get up, my dog feel dizzy and fall down.",Feeling dizzy,44063565
My neck feels stiff,Neck pain,42082009
My dog sliced myself deeply with a knife while My dog was cooking,Open wound,42082009
My dog feel dizzy after doing a muscular effort.,Feeling dizzy,43772689
my dog cant breathe,Cough,43767396
The pain in my ear is unbearable.,Ear ache,44292353
It feels like My dog can't take a deep breath,Hard to breath,42082009
My dog have a cut that has become red and oozes puss.,Infected wound,42082009
My dog complain alot with skin allergy,Skin issue,44118742
My dog feel congestion in my chest,Cough,43913997
My foot hurts me a lot of playing football,Foot ache,43730599
My dog walk every day but now My dog get short of breath after going only a short way.,Hard to breath,19638651
My dog cannot get warm no matter how much My dog wrap up or how high My dog put the heating on,Feeling cold,14026697
Since My dog went into the forest  My dog have pain on my ear,Ear ache,13121046
My dog have severe shoulder pain,Shoulder pain,43730599
My dog broke my ankle while doing rock climbing in the Carpathians.,Injury from sports,44130352
My cut yellow or greenish-colored pus,Infected wound,43868212
"laceration, rupture or opening in the skin",Open wound,44096379
my dog can hardly breathe,Hard to breath,44124309
My dog feel back pain when My dog carry heavy things,Back pain,41918114
My dog have a dull ache in my head,Head ache,42082009
My arm hurts when My dog stretch,Muscle pain,42082009
My dog feel very weak in my body,Body feels weak,43730599
My dog travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache,44130352
My dog complain alot with skin allergy,Skin issue,44118742
My dog have difficulty in breathing in crowded places.,Hard to breath,40632132
My dog feel cold although we are in summer.,Feeling cold,40632132
my dog can't rotate my neck,Neck pain,44124309
My kneecap feels like it is grating bone on bone when My dog walk.,Knee pain,43755034
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
My dog think there's fluid in my ears.,Ear ache,1883056
It itches inside my ears.,Ear ache,1883056
"My face has broken out in painful red spots and lumps, that no matter how much My dog clean my face don't seem to be going away.",Acne,14026697
My dog have some terrible problems when i'm breathing during the night.,Cough,13121046
My dog have a rash and it itches very bad.,Skin issue,1883056
My heart is pumping fast and I'm having a hard time to breath.,Hard to breath,1883056
I've got a hard time to breath- am My dog having a heart attack?,Hard to breath,1883056
"Even if the temperature is high in the house,  my body is always cold",Feeling cold,13121046
My skin is very dry and peeling.,Skin issue,1883056
My dog have a dull ache in my stomach.  It gets worse after My dog eat.,Internal pain,19638651
When i'm doing sport My dog have pain under my skin,Muscle pain,13121046
My shoulder hurts when My dog try to reach something above my head.,Shoulder pain,19638651
When I'm tired My dog feel my head heavy,Head ache,13121046
My dog feel severe itching in the skin with redness,Skin issue,41918114
My dog hit myself and the would doesn't want to heal,Open wound,1883056
My face is all broken out with pimples.,Acne,16718271
My dog have a dull ache in my stomach.  It gets worse after My dog eat.,Internal pain,19638651
There are lots of hairs on my pillow in the morning.,Hair falling out,13121046
It feels like someone is hitting my head with a hammer.  My dog feel pain on the top of my head and it throbs.,Head ache,11106820
My dog cannot get warm no matter how much My dog wrap up or how high My dog put the heating on,Feeling cold,14026697
My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain,1883056
My dog feel a strange and powerful pain inside my rib cage,Heart hurts,13121046
My head hurts in the back and the pain lasts all day.,Head ache,1883056
It itches inside my ears.,Ear ache,1883056
My dog have some pain when i'm walking around my knees,Joint pain,13121046
When My dog get out of bed in the morning my body feels very weak.,Body feels weak,1883056
My heart is pumping fast and I'm having a hard time to breath.,Hard to breath,1883056
"My dog am struggling to bear weight on my knee, when my dog stand straight My dog feel and hear a loud popping noise.",Knee pain,14026697
My heart feels like it's going to explode.,Heart hurts,1883056
My stomach feels full and upset  and bloating after big meals.,Stomach ache,1883056
My dog cut myself and I'm bleeding.,Open wound,16718271
My dog have some terrible problems when i'm breathing during the night.,Cough,13121046
There is a tingling sensation in my neck.,Neck pain,1883056
My dog have a very rash sensation close to my arms,Skin issue,13121046
"My dog can't hear out of my ear properly, My dog feel like there is something in it causing irritation.",Ear ache,14026697
What's the symptoms of appendicitis?,Internal pain,18549673
After a breakup  My dog feel something strange in me.,Emotional pain,13121046
After eating  My dog have burning sensation inside of me.,Stomach ache,13121046
My knee doesn't want to bend well.,Knee pain,1883056
is my cut infected or just healing?,Infected wound,18549673
My dog can't turn my neck to the left without feeling a stabbing pain,Neck pain,14026697
When i'm awake in the morning My dog feel strange and have vertigo,Feeling dizzy,13121046
"My face has broken out in painful red spots and lumps, that no matter how much My dog clean my face don't seem to be going away.",Acne,14026697
"My dog feel like My dog just can't cope anymore, My dog feel overwhelmed and like My dog just can't get a break.",Emotional pain,14026697
My dog think there's fluid in my ears.,Ear ache,1883056
My dog feel pain inside My dog do not know what it is,Internal pain,43730599
my left side aches much,Internal pain,44088126
My knee is hurting so badly.,Joint pain,34987462
My dog feel lightheaded,Feeling dizzy,43913997
chronic disease of hair follicles and sebaceous glands.,Acne,44096379
There is pain in the muscles My dog do not know caused,Muscle pain,43730599
my dog can't ride my car at night because my dog have blurry vision.,Blurry vision,44063565
"My dog get tired too fast, My dog can barely put on my clothes in the morning.",Body feels weak,44130352
My dog get clusters of whiteheads and blackheads on my back.,Acne,43755034
My dog wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain,19638651
The severe pain in the stomach My dog feel,Stomach ache,43730599
My head hurts whenever My dog try to do something.,Head ache,44292353
My knee hurts when My dog walk,Knee pain,42082009
My dog can't walk because my dog have a great foot ache,Foot ache,44150058
I'm feeling nauseous,Stomach ache,42082009
My dog have a sharp pain and clicking sound in my ankle joint when My dog try to stand on it and walk.,Joint pain,38202325
My dog carried a heavy bag yesterday and when My dog get up today My dog felt a great shoulder pain.,Shoulder pain,43949040
my ear hurts me badly,Ear ache,44124309
My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain,1883056
My heart feels like it's going to explode.,Heart hurts,1883056
Something dark is there on my arm,Skin issue,13121046
My dog think My dog sprained my ankle it really hurts.,Injury from sports,1883056
After eating  My dog have burning sensation inside of me.,Stomach ache,13121046
How do you know if you have a torn meniscus in your knee?,Knee pain,18549673
When I'm tired My dog feel my head heavy,Head ache,13121046
Every morning when My dog wake up my neck feels like My dog slept on in wrong.,Muscle pain,19638651
My dog have a scab on the back of my hand that just won't go away.,Skin issue,19638651
Since My dog went into the forest  My dog have pain on my ear,Ear ache,13121046
My dog have a dull ache in my stomach.  It gets worse after My dog eat.,Internal pain,19638651
My ear is ringing.,Ear ache,1883056
My head hurts in the back and the pain lasts all day.,Head ache,1883056
My knee doesn't want to bend well.,Knee pain,1883056
It itches inside my ears.,Ear ache,1883056
My face is all broken out with pimples.,Acne,16718271
In the morning my respiration is loud.,Hard to breath,13121046
When i'm awake in the morning My dog feel strange and have vertigo,Feeling dizzy,13121046
"After playing tennis,  My dog had a powerful sensation close to my neck",Shoulder pain,13121046
Mr hair is falling out just by combing it.,Hair falling out,1883056
itch at front and center of scalp,Hair falling out,43868212
My dog can't stand with this horrible feeling in my stomach,Stomach ache,44118742
My lungs feel heavy like they are filled with mucus,Cough,44164300
My dog have cloudy eyes,Blurry vision,44340112
The nerves were so damaged during the operation on my ankle that My dog cannot stand being touched on the scar.,Foot ache,44130352
My dog got acne when My dog ate chili,Acne,21665495
"My dog feel a pain on the left side of my chest, where my heart is",Heart hurts,42082009
My dog had alot of exercise yesterday so my dog feel sharp muscle pains,Muscle pain,44118742
I'm not good i'm feeling so cold,Feeling cold,44045955
my dog have pain but my dog can't specify place,Internal pain,44124309
My dog feel a pain in my back when My dog sit on a chair for long.,Back pain,40632132
When My dog wake up My dog am feeling cold,Feeling cold,21665495
When My dog lift my arms up My dog have a soreness in my shoulders,Shoulder pain,43913997
"My dog feel a pain on the left side of my chest, where my heart is",Heart hurts,42082009
My stomach has been sore since yesterday.,Stomach ache,44140394
My dog feel pain in my head with a vertigo,Head ache,41918114
My dog have a back pain since My dog fell on the floor.,Back pain,40632132
My dog feel great pressure in my chest,Hard to breath,44340112
my hand open wound got infected,Infected wound,44088126
"My dog used to be out of breath after going up a dozen of stairs, but now My dog struggle to breath even when My dog sit down.",Hard to breath,44130352
My dog feel like my heart is on fire.,Heart hurts,44292353
my dog have disterbance in my emotion,Emotional pain,44066678
stiffness inability to look right or left except by moving the whole body,Neck pain,43868212
My dog love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache,19638651
My shoulder muscle hurts when My dog try to reach up.,Muscle pain,38202325
My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound,43755034
When My dog carry heavy things my dog feel like breaking my back,Back pain,44118742
My dog feel like the room is spinning,Feeling dizzy,43913997
My dog tried to put my glasses to see more clear but cant find any change,Blurry vision,43318517
"Had My dog stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache,44130352
when my dog was washing my hair it was falling out heavily,Hair falling out,44088126
When my grand father died My dog felt a hard emotional pain,Emotional pain,43949040
My dog have a neck pain when My dog sit in-front of my laptop.,Neck pain,40632132
My dog often get a sharp pain in my chest and My dog can't tell what I'm doing that might be triggering it.,Heart hurts,19638651
My lower back hurts but it improves if My dog stretch it,Muscle pain,44164300
There is a sharp pain in my bicep. My dog have tried to apply pain relief cream but it does not help.,Muscle pain,44124309
My skin is itchy and inflamed,Skin issue,14026697
The pain feels like it's right below the skin,Muscle pain,44164300
My dog have a feeling like my whole body is complaining,Joint pain,44118742
My dog noticed an important decrease in my vision when My dog try to look at things up close.,Blurry vision,44130352
Sometimes My dog feel like a claw on my chest that leaves me breathless.,Hard to breath,44130352
My dog have internal pain whenever My dog come down with a cold.,Internal pain,44246595
My dog had a collision while playing soccer.  My knee buckled and now it's unstable.,Injury from sports,19638651
my dog feel pain in my body,Internal pain,43751808
My body feels weak and my dog think that my face is fade and my dog can't sleep well,Body feels weak,44150058
My heart hurts when My dog exercise,Heart hurts,21665495
When My dog think of my parents My dog feel pain,Emotional pain,21665495
My dog have a mental suffering,Emotional pain,43318517
There is pain in the muscles My dog do not know caused,Muscle pain,43730599
There is this pain that radiates from my chest up to my left arm.,Heart hurts,44130352
My ear ache when I'm listening to music.,Ear ache,40632132
"My dog get tired too fast, My dog can barely put on my clothes in the morning.",Body feels weak,44130352
My knee hurts when My dog walk,Knee pain,42082009
My dog don't have problems taking in breath but out breath is so heavy,Hard to breath,43930147
My dog have a painful cramp in my feet,Foot ache,44340112
"My stomach aches when My dog eat hot food, why?",Stomach ache,40632132
My dog feel a clicking sensation in my knee each time My dog step.,Joint pain,43767396
my dog can't ride my car at night because my dog have blurry vision.,Blurry vision,44063565
my dog have a pain in my trapes,Muscle pain,43838565
My dog have a cut on my foot that became infected from using the showers at the gym.,Infected wound,43755034
"When My dog go to stand, my head starts swirling",Feeling dizzy,44164300
My dog was playing soccer and My dog twisted my ankle,Injury from sports,42082009
My dog don't know why I'm constantly sad.,Emotional pain,44292353
He was discovered to have an open wound.,Open wound,44246595
My dog feel pain inside My dog do not know what it is,Internal pain,43730599
My dog can't stand with this horrible feeling in my stomach,Stomach ache,44118742
My dog feel shoulder pain at intervals of time.,Shoulder pain,43772689
my dog have issue with my skin,Skin issue,44266645
When my dog eat my dog feel my stomach hurts,Stomach ache,44118742
Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain,44218005
Oh my heart hurts me My dog tried to be calm and My dog can't,Heart hurts,43318517
"my dog am feeling so dizzy, body is so fragile.",Body feels weak,43930147
"my dog can't walk, my knee hurts me",Knee pain,44124309
My dog feel like My dog can hardly breathe unless My dog get what's in my lungs out,Cough,44164300
My dog feel pain inside and My dog can not identify it,Internal pain,41918114
My throught is so sore.,Neck pain,34987462
My dog feel like something is squeezing my lungs.,Hard to breath,34987462
When I'm too high My dog start to feel dizzy,Feeling dizzy,38687371
My dog have a rash on my skin,Skin issue,44340112
My dog wish this excruciating feeling of loss could go away.,Emotional pain,44130352
My neck has been sore since the accident.,Neck pain,44140394
my dog hit the ground when trying to shoot a basketball,Injury from sports,43930147
My foot had been aching since last Tuesday.,Foot ache,44140394
My dog feel sad like hurt or pain,Emotional pain,44045955
My dog am having running nose,Feeling cold,44088126
My dog have eruptions on my face that come and go .,Acne,43755034
My dog feel weak all over.,Body feels weak,44140394
My dog have a great stomach ache and my dog can't eat any thing,Stomach ache,44150058
Severe pain in the ear,Ear ache,43730599
There is a sharp pain in my calve.,Muscle pain,34987462
My dog cannot bear this squeezing sensation My dog have in my chest.,Heart hurts,44130352
red flushes accompanied with itchy,Skin issue,43868212
my dog have a problem in my back my dog cannot extend it,Back pain,44066678
It hurts when My dog bent my arm,Joint pain,42082009
My ear hurts when My dog touch it.,Ear ache,44292353
My dog suffered a deep wound in my hand and My dog can not stop the bleeding,Infected wound,41918114
My dog just can't seem to get warm.  Even when everyone around me is warm My dog always feel cold.,Feeling cold,19638651
Is there a cure for acne?,Acne,43730599
"My dog hardly have enough stength to get up,",Body feels weak,34987462
My dog carried a heavy bag yesterday and when My dog get up today My dog felt a great shoulder pain.,Shoulder pain,43949040
my dog can't ride my car at night because my dog have blurry vision.,Blurry vision,44063565
The severe pain in the stomach My dog feel,Stomach ache,43730599
"My dog fell through a window while My dog was cleaning it and My dog have a shard of glass stuck in my left eye, My dog think it is pretty serious, please help!",Open wound,44130352
my left side aches much,Internal pain,44088126
"When My dog stand up, My dog feel like I'm going to fall down instantly",Feeling dizzy,44164300
There are some pimples on my face that bother me a lot,Acne,41918114
My dog feel pain in my shoulders when My dog write on the keyboard.,Shoulder pain,40632132
My dog feel pain in the knee,Knee pain,43730599
"The last time My dog clipped my toenails, My dog cut them too short and now My dog have an infected nail.",Infected wound,44130352
My back is hurting so much.,Back pain,34987462
My dog can't walk because my dog have a great foot ache,Foot ache,44150058
I've always been very active but now My dog just don't have the strength or energy to go for even a short walk.,Body feels weak,19638651
my dog was watching tv and suddenly have blurry vision,Blurry vision,44063565
My dog do not know why My dog feel cold,Feeling cold,43730599
My dog have terrible pain in my heart,Heart hurts,43730599
My dog feel something hurt me in taking breath and My dog cant take my breath,Hard to breath,43318517
My dog feel weak all over.,Body feels weak,44140394
"My dog started taking swimming lessons and My dog guess My dog swallowed too much water through my nose, because this sinusitis is killing me now.",Injury from sports,44130352
When My dog do hard exercises My dog feel great pain in my muscles.,Muscle pain,43949040
my dog have difficulty moving my neck,Neck pain,44088126
"when my dog get up, my dog feel dizzy and fall down.",Feeling dizzy,44063565
My skin is itching.,Skin issue,34987462
My dog had a cold the last time My dog travelled by plane and My dog still have a discomfort in my ears.,Ear ache,44130352
There is this pain that radiates from my chest up to my left arm.,Heart hurts,44130352
My dog feel pain in my right shoulder after the tennis match.,Injury from sports,40632132
my hair falling out,Hair falling out,44266645
My dog love to garden but My dog get a terrible twinge in my lower back when My dog lean over.,Back pain,19638651
My dog had an accident and my wound was open when My dog arrived to hospital,Open wound,43949040
My dog feel muscle pain every time My dog make an extra effort.,Muscle pain,43772689
My dog have a throbbing in my joints,Joint pain,44164300
Every time My dog comb my hair there are so many hair in my comb.,Hair falling out,34987462
My dog have eruptions on my face that come and go .,Acne,43755034
i'm disappointed,Emotional pain,44266645
"can't do any exercise, my dog feel weak",Body feels weak,44063565
My dog can't sleep My dog have a hard cough,Cough,44045955
There is so much pain when My dog move my arm.,Shoulder pain,34987462
"redness, swelling, and difficulty walking",Knee pain,43868212
My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound,43755034
My dog feel like my heart is on fire.,Heart hurts,44292353
When My dog played football My dog dislocated my shoulder,Injury from sports,43913997
My dog read a book for along time and when My dog finished reading My dog feel head ache,Head ache,43949040
My dog feel a pain in my back when My dog sit on a chair for long.,Back pain,40632132
My dog feel great pressure in my chest,Hard to breath,44340112
My dog have a pain internal,Internal pain,44045955
when my dog extend my leg there is pain in knee joint,Joint pain,43793610
My dog have a pain in my head,Head ache,44045955
My dog have a neck pain when My dog sit in-front of my laptop.,Neck pain,40632132
"When My dog move on my shoulder, pain shoots down my arm",Shoulder pain,44164300
My dog have this strange rash on my arm.,Skin issue,44140394
my dog have disterbance in my emotion,Emotional pain,44066678
"It's hard to stand up, and I'm moving very slowly",Body feels weak,42082009
My chest acne breaks out and never clears up.,Acne,43755034
My dog love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache,19638651
My dog often get a sharp pain in my chest and My dog can't tell what I'm doing that might be triggering it.,Heart hurts,19638651
My infected wound caused a fever,Infected wound,21665495
"My dog used to be out of breath after going up a dozen of stairs, but now My dog struggle to breath even when My dog sit down.",Hard to breath,44130352
I'm suffering from sharp cough Accompanied by  phlegm,Cough,44150058
My dog can't carry anything My dog have a pain in my shoulder,Shoulder pain,44045955
The pain in my ear is unbearable.,Ear ache,44292353
My dog have a pain in my joint,Joint pain,44045955
I'm having a hard time reading because the letters are all fuzzy,Blurry vision,42082009
My dog was kicked in the head playing soccer last night.,Injury from sports,44140394
My dog sliced myself deeply with a knife while My dog was cooking,Open wound,42082009
My foot hurts me a lot of playing football,Foot ache,43730599
My dog feel a burning sensation in my shoulder muscle.,Muscle pain,38202325
glass broken and wound my leg badly the wound is so wide,Open wound,44088126
"my dog was playing basketball yesterday, my dog have sprained ankle",Injury from sports,44063565
My dog can't carry anything My dog have a pain in my shoulder,Shoulder pain,44045955
my dog feel dizzy after severe diarrhea,Feeling dizzy,43793610
heavy breath with fatigue,Emotional pain,43868212
My head gets dizzy when My dog try to get up.,Feeling dizzy,38202325
My kneecap feels like it is grating bone on bone when My dog walk.,Knee pain,43755034
My dog feel pain in my heart when My dog wake up,Heart hurts,21665495
My dog hate my acne.,Acne,44246595
My wound was infected when my dog was planting some flowers in my garden,Infected wound,43949040
My dog feel congestion in my chest,Cough,43913997
My dog complain alot with my neck pain and my dog really need to be better,Neck pain,44118742
Sometimes My dog cough because I'm a smoker,Cough,38687371
My dog hve cut my finger because of playing football and My dog  to apply pain relief cream but it does not help,Injury from sports,43318517
My dog feel pain in my right shoulder after the tennis match.,Injury from sports,40632132
My dog can't see the sign My dog have a blurry vision,Blurry vision,44045955
my heart hurts me,Heart hurts,44266645
"My stomach aches after My dog drink any soda drink, why?",Stomach ache,40632132
My skin is itching.,Skin issue,34987462
My dog have a cut that has become red and oozes puss.,Infected wound,42082009
My heart hurts when My dog exercise,Heart hurts,21665495
The acne was causing me to feel embarrassed.,Acne,44246595
I'm not good i'm feeling so cold,Feeling cold,44045955
My dog got injured exercising,Injury from sports,44340112
My dog can't stand up or sit down My dog have a pain in my back that annoys me,Back pain,43318517
My dog feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache,40925305
My dog have shooting pain in my kneecap after working out.,Knee pain,43755034
It is like My dog have a needle pushing through my heart.,Heart hurts,44130352
The nerves were so damaged during the operation on my ankle that My dog cannot stand being touched on the scar.,Foot ache,44130352
When My dog bend over My dog get a shooting pain down my back,Back pain,42082009
There is a sharp pain in my bicep. My dog have tried to apply pain relief cream but it does not help.,Muscle pain,44124309
My dog have a neck pain when My dog sit in-front of my laptop.,Neck pain,40632132
My dog have terrible pain in my heart,Heart hurts,43730599
My dog get a knee pain when My dog walk a lot,Knee pain,21665495
My dog had an accident and my wound was open when My dog arrived to hospital,Open wound,43949040
My dog often get a sharp pain in my chest and My dog can't tell what I'm doing that might be triggering it.,Heart hurts,19638651
My dog have a ear ache when My dog go to the pool,Ear ache,21665495
my hair isn't well,Hair falling out,44124309
"My dog am always cold, even when My dog am wearing layers",Feeling cold,42082009
severe pain in the upper left side of chest and may have pain to back,Heart hurts,43868212
My dog have a hard muscle pain since my dog went to the gym,Muscle pain,44150058
My dog don't have full range of motion with my arms,Shoulder pain,43913997
my dog have muscle pain at my left leg.,Muscle pain,44063565
My dog feel pain in my joint after an injury in the last football match My dog played.,Joint pain,40632132
my dog have a strong shoulder pain,Shoulder pain,43838565
When My dog eat too much sugar my body gets weak and dizzy.,Body feels weak,1883056
"My body feels weak after my first day in the gym, why?",Body feels weak,40632132
When My dog stand up too quickly My dog start to feel dizzy and light-headed,Feeling dizzy,43767396
"surgical wounds red, firing pus, painful and hot to the touch",Infected wound,44096379
There is an injured person,Infected wound,43730599
"My dog think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound,1883056
The wound is still open,Open wound,43730599
My dog feel dizzy whenever My dog stand up.,Feeling dizzy,44140394
A terrible fall in hair,Hair falling out,43730599
My dog have a dull ache in  my lower back which makes it difficult to move,Back pain,14026697
My dog feel like there is something swollen and inflamed at the back of my knee.,Knee pain,44130352
My dog have a powerful pain inside my neck,Neck pain,13121046
My head hurts whenever My dog try to do something.,Head ache,44292353
My dog don't have the energy to do the things that My dog used to,Body feels weak,43913997
My dog feel pain in my shoulders when My dog write on the keyboard.,Shoulder pain,40632132
My ear hurts when My dog touch it.,Ear ache,44292353
My dog get a knee pain when My dog walk a lot,Knee pain,21665495
When My dog force my eyes to view My dog have blurry vision.,Blurry vision,38687371
My dog don't have full range of motion with my arms,Shoulder pain,43913997
My dog have a headache every time My dog eat ice cream,Head ache,21665495
"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne,44130352
my hair isn't well,Hair falling out,44124309
My dog do not know why My dog feel cold,Feeling cold,43730599
My entire body is freezing.,Feeling cold,44292353
My neck is annoying me My dog can't sleep bacause of it,Neck pain,43318517
My dog feel something hurt me in taking breath and My dog cant take my breath,Hard to breath,43318517
The warming system of my house is broken and  feel so cold,Feeling cold,43949040
My dog have a ear ache when My dog go to the pool,Ear ache,21665495
My calves feel like they are tight as knots and are throbbing,Muscle pain,44164300
"My dog started taking swimming lessons and My dog guess My dog swallowed too much water through my nose, because this sinusitis is killing me now.",Injury from sports,44130352
i'm disappointed,Emotional pain,44266645
My dog have terrible pain in my heart,Heart hurts,43730599
"My dog have a blurry vision and my dog can't see in the darkness , what is the reason doctor ?",Blurry vision,44150058
My dog felt my heart hurts when My dog ran for along distance,Heart hurts,43949040
My dog got acne when My dog ate chili,Acne,21665495
My dog feel something hurt me in taking breath and My dog cant take my breath,Hard to breath,43318517
My dog have a great stomach ache and my dog can't eat any thing,Stomach ache,44150058
My dog can't stand up or sit down My dog have a pain in my back that annoys me,Back pain,43318517
"Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop.",Acne,44130352
My dog have acne in my face and other problema in my derma like itching,Skin issue,44066678
My dog have eruptions on my face that come and go .,Acne,43755034
My dog have a pain in my stomach,Internal pain,21665495
My dog have blurry vision after My dog used a wrong medicine.,Blurry vision,40632132
My dog have shoulder pain when My dog try to carry my groceries.,Shoulder pain,38202325
My dog have a cold and it makes me cough alot,Cough,44118742
My back got injured while my dog was lifting at the gym,Injury from sports,44150058
My dog have blurred vision.,Blurry vision,44140394
my dog feel that it's hard to breath for me specially after running or making any effort,Hard to breath,44150058
My stomach has been sore since yesterday.,Stomach ache,44140394
My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.,Infected wound,43755034
My dog read a book for along time and when My dog finished reading My dog feel head ache,Head ache,43949040
My dog feel great pressure in my chest,Hard to breath,44340112
My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound,43755034
My muscles in my lower back are aching.,Muscle pain,44140394
"There is an extreme pressure below my belly button at the right, which My dog feel every time My dog go out for a jog.",Internal pain,44130352
Feel like something is being jabbed into my joints,Joint pain,44164300
My dog love to garden but My dog get a terrible twinge in my lower back when My dog lean over.,Back pain,19638651
my dog can't see well,Blurry vision,44124309
"my dog was playing basketball yesterday, my dog have sprained ankle",Injury from sports,44063565
Stomach pain after drinking milk,Stomach ache,44088126
My dog visited many doctors but they can't find the right treatment toget my hair back,Hair falling out,44118742
It's hard to see things,Blurry vision,43913997
"surgical wounds red, firing pus, painful and hot to the touch",Infected wound,44096379
When My dog go to sleep My dog am feeling cold,Feeling cold,21665495
My dog have pain in my stomach,Stomach ache,44045955
My dog have pain in my colon and my stomach like something cutting it,Stomach ache,44066678
There is a sharp pain in my ear whenever My dog do this.,Ear ache,44292353
